Username;Comment;Target;Label
aditanjung2312;Masalahnya mereka kalo naik pesawat kan negara yg bayar Jdi mereka gk mau ambl pusing;['None'];Not_Hate
vanivirgayanti;Mereka memang ga punya rasa malu;['None'];Not_Hate
yogieyogast;Minra di ramein karena cebong g bisa pada hadir;['None'];Not_Hate
diaburhan;Moga MK yg muslim msh percaya janji Allah balasan Allah dan adzab Allah;['None'];Not_Hate
irghi_wirawan;Mulut kyk tai;['None'];Not_Hate
zeezeehasanwaode;Munafik;['None'];Not_Hate
tikosudiro;Munafikun;['None'];Not_Hate
people_pow3r;N_Target;['dwikideswira'];Not_Hate
r3z1m_r1weuh17;N_Target Dan Indonesia mempunyai Pemimpin baru yg adil amanah Aamiin;['berhijrah'];Not_Hate
herry7146;N_Target Man Robbuka;['jendral_anti_komunis'];Not_Hate
kafkalavista;N_Target N_Target;['sheekaannindya', 'basyirsaini'];Not_Hate
niakartaatmaja;N_Target aamiin;['andriaoktavianti'];Not_Hate
jwreminder;N_Target aamiin ya Robbal alamin klo diliat tipe tipekal Jeniz mereka sama ya Ya berakal sehat masuk ke berakal sehat dan sebaliknya;['mrturbo103'];Not_Hate
mulyadi_213;N_Target bagaimana pendapat Abang ini;['yusrilihzamhd'];Not_Hate
queenarie2015;N_Target ini sekelas MK bukan ujian anak SMA sblum ujian kok cari kisi biar bsa ngomong pd saat sidang;['ahmadbram_adt'];Not_Hate
nf_rachmn;N_Target kalo ngga ya bang yusril brarti ini yg pertama kegagalan dalam berpolitiknya;['lalu_ahsan_kamil'];Not_Hate
lisaapr4;N_Target merusak NKRI tangkap woy tangkap Penangkapan yang direncanakan;['medari_rimeda'];Not_Hate
niss484;N_Target mugi di pasihan kasabaran nepi ka beres rakyat menang;['manzkang'];Not_Hate
manzkang;N_Target muhun Teh Aamiin ya rabbal alamin;['niss484'];Not_Hate
ohjiho13;N_Target nah kitu weuh di taiklan mah;['0z2lgl01o61_si1i1jia4___'];Not_Hate
michan2007;N_Target pasti kepseknya ditunggangi HTI;['media'];Not_Hate
sulastri9693;N_Target pelanggar Ham;['sulastri9693'];Not_Hate
sulastri9693;N_Target purnawirawan yang tidak sayang sama negara sendiri itu di sebut apa penghianat atu apa ya min;['pom_pratt'];Not_Hate
esel_skriver;N_Target sedih Bila kecurangan itu dilegitimasi oleh;['siswati_s'];Not_Hate
fajrizais;N_Target telat banget koment y;['yannaiddris'];Not_Hate
lalu_ahsan_kamil;N_Target ya kalau bener kalau kaga gimana;['nf_rachmn'];Not_Hate
siswati_s;N_Target yaaah aja mas;['esel_skriver'];Not_Hate
abu_mirza79;Najis mi maling tuh;['None'];Not_Hate
dinaytalavie;Napsu banget;['None'];Not_Hate
yudi_vi3_you;Ngak punya aturan Mau foto izin dulu;['None'];Not_Hate
nh2ff;Nkri d ketuk palu N_Target bila salah indonesia bubar;['mahkamahkonstitusi'];Not_Hate
sheptyclim;Ooohhhh jadi ada tujuan dibalik udang berbatu LOL;['None'];Not_Hate
doankandin;Org dah panik ya gitu bukan ranah nya main nyusup aja tkt kebongkar ya ke bohongan nya Bismillah semangat pak saya pendukung mendo akan dri negri Pormosa smoga menang di MK Amiin ya rabb;['None'];Not_Hate
tiasurya7;Org klau banyak dosa takut sendiri drpd ketakutan lebih baik jln jln tuch ke eropa percuma uang banyak gk bisa menikmati;['None'];Not_Hate
cha_jr;Owh baru tau sekarang ternyata Indonesia klo hari rabu gak punya presiden ya;['None'];Not_Hate
mayang5582;Pak N_Target bang N_Target kami tk rela rekonsiliasi jgn sakiti hati kami;['prabowo', 'sandiuno'];Not_Hate
susanasetiaty;Please get out Mantap BW;['None'];Not_Hate
hartati_visi;Plinplan terimakasih kita jd semakin tau hm;['None'];Not_Hate
solihinedysaragih;Rezim panik begitunya PK BW;['None'];Not_Hate
bintang_adillah;Sa ae yusril;['None'];Not_Hate
yuandilla1910;Sebentar lagi ada panggung masuk bui;['None'];Not_Hate
fajri_alfath;Seharusnya pernyataan seperti ini yg harusnya dipertontonkan atau didengarkan disidang Mahkamah Konstitusi karena ucapan YIM Suatu ketika pemerintah ini jatuh kami siap ambil alih kekuasaan Apakah dalil yg seperti ini adalah termasuk dalil makar;['None'];Not_Hate
pom_pratt;Selalu kau takut takuti kami dg kekuasaan mu ya allah kami memohon pada mu tolong lah di ganti pemerintahan ini gak rela kami dipimpin oleh orang seperti ini jika engkau tdak mendengarkan doa dri kami yg hina ini maka dengarkan lah doa dri para ulama kami ya allah kami mohon ya allah;['None'];Not_Hate
jemi_zidane;Semoga Allah membuka mata hatinya;['None'];Not_Hate
piscesa5;Semoga bertambah berkah ya pak kota Jakarta;['None'];Not_Hate
supriyonoklemuk;Smg pecundang segera d Adili oleh Alloh swt Aamiiinnn;['None'];Not_Hate
aini.indra;Soalnya masyarakat indoneaia tu pilihannya PADI eh yg dimenangin malah suket teki;['None'];Not_Hate
smiley_emojiiii;Sungguh tidak arif budiman;['None'];Not_Hate
sri_hartati77;TIDAK sedang berhadapan dengan Cawapres tapi dengan;['None'];Not_Hate
ae_alfiand;Tanda itu;['None'];Not_Hate
androidsch;Tapi aneh ny d jawab bukan urusan sya Selesai;['None'];Not_Hate
sigit.wahyu.s;Tayangin di sidang emka;['None'];Not_Hate
linaherlina4667;Waaaahhh dasarnya curang y gitu slalu curang;['None'];Not_Hate
muharyanti;Wah pulang sidang anak istrinya harus di amankan ke kutub tar di cari si jendral loh;['None'];Not_Hate
alfan_percetakan;Wahh alamat mati kelelahan nih Ngeri boyy;['None'];Not_Hate
rahmadhinitiara;Welcome to;['None'];Not_Hate
sheva059;Wkwkwk;['None'];Not_Hate
rianhidayatalfarisyi;Wkwkwwk;['None'];Not_Hate
miftahmoon;Wkwwk MampuS;['None'];Not_Hate
nf_rachmn;YIM rela kotor an buat slamatkn bangsa ini aksi bang yusril ini bagian dari politik Sengaja masuk buat ngacak doang liatin ajh bakal menang brkat dari yim ini;['None'];Not_Hate
dewi_intan_suci;Ya allah ya rabb Hanya engkau sebaik nya penolong puluhan juta hambamu memohon kepadamu berikan keadilan untuk negara kami turunkan mukjizat mu ya rabb untuk rakyat yang memimpikan negri ini adil makmur;['None'];Not_Hate
ziza_lou;Ya masa sih kalau sudah tahu menang hasil kecurangan Terus mau hadir dan mengucapkan selamat ya harus ga lah kalau tidak hadoo mempermainkan rakyat yang mendukung dong;['None'];Not_Hate
sumari_rusman_budiarjo;Ya ternyata begitu aja;['None'];Not_Hate
esel_skriver;Yaah;['None'];Not_Hate
s_rnaaaa;Yuk semuanya berdoa untuk kebaikan keselamatan pak bw yg sedang memperjuangkan kebenaran keadilan;['None'];Not_Hate
sudirman.aceh;allah maha adil dan kuasa atas segala yg berkuasa;['None'];Not_Hate
0z2lgl01o61_si1i1jia4___;barang bukti vedio bisa mempenjarakan org asal pelakunya org trsbt orang islam tp barang bukti yg sama sama barang bukti dr vedio jg bisa membebaskan pelaku kejahatan asal pelakunya trsbt org dr rezim dan perekam vedionya justru yg dipenjara;['None'];Not_Hate
elzeeshelia;g minat datang ke acara recwh dan nasi bungkus;['None'];Not_Hate
ramadhani.dyan;jejak digital memang menyakitkan gesss;['None'];Not_Hate
jono7661;kalau curang bagaimana pak;['None'];Not_Hate
ina.976;maling bajingan;['None'];Not_Hate
manzkang;miris duh palaur ribut di akhir ngeri;['None'];Not_Hate
iman_emaneman;mrk pikir dagelan;['None'];Not_Hate
indraclasser;ngipi;['None'];Not_Hate
ali_nuridin;ngoahaha;['None'];Not_Hate
ardie.24;paket komplit;['None'];Not_Hate
irwanwonkesak;parahhh orang hukum v etikanya idiottt;['None'];Not_Hate
mimah_quen;pulau di Indonesia mana lagi yg bakal di sangketa negara asing nanti karena ga bisa bayar utang kita doakan sajalah yg terbaik buat Indonesia;['None'];Not_Hate
neetfatta_1142;rasain di usir;['None'];Not_Hate
odiksunardi;slude ke empat udah jelas kalo orang ini minta jatah mentri;['None'];Not_Hate
ipunkyeu;sril yusril jadi tau siapa yg omongannnya plin plan;['None'];Not_Hate
abdipancanegara;sudahii sling menyalahkann skarang mending fokus bangun bangsa dan Negara;['None'];Not_Hate
lia_arliani18;wahai N_Target bukti kecurangan udh jelas berlaku ADILah ingat Allah akan membalas smuanya;['mahkamahkonstitusi'];Not_Hate
alukardhi;Bangsat pengkhianat bangsa;['None'];Not_Hate
daster_surakarta;Berartii yg me nyanjung dan me muji adalah orang Terserah yg mau meneruskan;['None'];Not_Hate
adhitya_dhamara;Biarin dah para koruptor makan hasil uang haram terosss Nanti yg mreka makan semoga cepat berubah jadi penyakit ganas;['None'];Not_Hate
__ari_kurniawan__;Buat apa bayar pajak klo pada akhirnya di korupsi;['None'];Not_Hate
mr_dodibasri;Gak apa semua naik asal honor sama gaji juga ikut naik;['None'];Not_Hate
slamet_firmansyah_11;Indonesia Maju Korupsi;['None'];Not_Hate
bagas_gazz;Masih punya muka lo bangke bicara didepan umum;['None'];Not_Hate
mhitmit_80;N_Target;['fort'];Not_Hate
fort.una7777;N_Target biar mampusss;['syahila_02'];Not_Hate
fort.una7777;N_Target gk ush di kutuk batu gw sumpahin ditabrak tronton;['miftahulkhaer955'];Not_Hate
syahila_02;N_Target mampusnya dengan ter sendat gitu;['fort'];Not_Hate
fort.una7777;N_Target setiap liat muka si bangsat ini gw inget aja waktu pemilu lho muka nya sok polos tryata anjing ini doyan duitt bggtt;['bagas_gazz'];Not_Hate
sayyidah.azahra;N_Target subsidi rakyat terus di hanguskan jokowi bapak hanya bisa terus diam aja ya pak hanya manut dengan pemimpin yg memeras rakyat miskin Kami menunggu dan menunggu;['prabowo'];Not_Hate
dadi.dfs;Paham banget kek REZIM skrg kan Ga punya otak dan berkuasa alhasil hancur deh negara yg dibangun dengan susah payah ini hancur cuma dlm periode yg paling ngerusak itu kubu si mamak monyong puteh;['None'];Not_Hate
syahila_02;Penipu rakyat biar busuk kau dipenjara;['None'];Not_Hate
naftry;Penuh tipu tipu;['None'];Not_Hate
mhitmit_80;Tinggal menunggu waktu aja ketuanya di kutuk jadi batu sesuai dengan perkataannya dulu;['None'];Not_Hate
__theblackphanterqueen__;Tinggal nunggu kehancuran negeri ku ini;['None'];Not_Hate
xadhays;Tinggal tunggu azabnya;['None'];Not_Hate
raaznan_123;Woy Maling Maling Maling Bangsat Woy Bangsat Bangsat Woy Garong Garong Garong Uang rakyat;['None'];Not_Hate
